Text,Start Time,Duration
so let's reload okay reloading does not,14969.22,5.7
work when you're posting information so,14972.399,5.58
let's just post again,14974.92,5.76
okay application submitted.html template,14977.979,5.581
not from there's a typo so let's call,14980.68,6.96
the application let's fix that and let's,14983.56,7.139
reload and let's post again,14987.64,6.559
okay so now you have full,14990.699,6.421
name.ai so that's nice how about we,14994.199,5.261
finish this up we put in all the other,14997.12,5.04
fields here as well so application,14999.46,5.16
submitted full name,15002.16,5.1
and then we have email and then we have,15004.62,5.659
LinkedIn URL,15007.26,3.019
so let's put LinkedIn URL here,15011.939,3.741
then,15017.34,4.2
we have,15019.68,4.38
work experience education,15021.54,4.439
and resume URL,15024.06,4.5
so let's fix that,15025.979,5.781
resume URL,15028.56,3.2
resume URL and then we have,15031.859,6.981
work experience,15035.58,3.26
education,15046.859,2.84
education all right so,15053.52,7.58
we'll have to go back and submit again,15057.06,4.04
now we have the full name email LinkedIn,15061.979,4.681
URL education work experience resume URL,15064.38,4.019
all the information is there but,15066.66,4.02
wouldn't it be nice to have the same,15068.399,4.08
layout that we had on the previous page,15070.68,2.58
here,15072.479,2.821
so it would be nice to have the same,15073.26,3.9
layout and now you can probably guess,15075.3,4.679
how easy it is to do that if I just go,15077.16,5.52
into job page.html I can probably bring,15079.979,5.76
over include bootstrap.html here into,15082.68,4.86
application submitted,15085.739,4.261
so the bootstrap Styles will come in,15087.54,5.76
and then I can go into job page.html and,15090.0,5.46
bring in the nav and the banner,15093.3,5.059
let's do that,15095.46,2.899
and let's go into job page.html and,15098.399,5.941
bring in the footer as well let's do,15101.399,5.04
that,15104.34,3.059
thank you,15106.439,4.92
and of course let's put all this into a,15107.399,7.08
container so div,15111.359,6.12
class equals actually how about we just,15114.479,5.401
copy that over as well so let's go to,15117.479,3.96
job page,15119.88,6.599
and let's grab the this piece,15121.439,8.721
and let's go back into,15126.479,3.681
this and put all of the code inside a,15130.5,7.04
container,15135.12,2.42
so let's take all that and then just,15138.0,4.5
give it just a quick indentation so that,15139.92,4.26
it lines up properly,15142.5,4.319
and maybe let's also add a,15144.18,7.58
nice confirmation here that,15146.819,4.941
your application has been submitted,15152.76,6.54
okay,15157.8,2.54
so,15159.3,7.26
just like that now if we click submit,15160.34,8.62
you can see that we've transformed this,15166.56,4.44
page in,15168.96,4.5
just a few just less than a minute now,15171.0,5.1
it is the exact it we went from this to,15173.46,4.26
this and of course there is some work to,15176.1,3.12
be done here it needs it's not as nice,15177.72,3.54
as it can be so we're going to fix that,15179.22,4.32
in a second but what we can also put,15181.26,5.7
here is maybe the job name itself so if,15183.54,6.54
I go back in app dot pi and I get the,15186.96,6.0
job information so I say job equals load,15190.08,5.88
job from DB ID,15192.96,6.68
and just provide,15195.96,3.68
job equals job,15200.1,5.099
then I have information about the job,15203.16,4.38
here so let me go in here and let me say,15205.199,5.401
your application for,15207.54,4.319
job,15210.6,3.98
title,15211.859,2.721
for the role of,15215.88,6.68
so and so,15219.779,2.781
at Jovian has been submitted,15222.84,5.58
and let's maybe fix,15225.72,5.04
some of this,15228.42,4.979
class,15230.76,5.639
MB,15233.399,3.0
0 and maybe let's use here,15237.479,6.181
class and before so just adding space,15241.319,5.16
below and not above the,15243.66,5.039
code so let's again submit that once,15246.479,4.34
again,15248.699,2.12
and this is what it looks like maybe we,15251.399,3.901
don't even need headers so maybe we can,15253.56,3.0
just use,15255.3,3.179
bold text here,15256.56,5.06
and that should be fine,15258.479,3.141
and this can just be mb2 so let's just,15263.399,5.84
make this bold text,15266.279,2.96
and let's grab that class,15277.68,3.5
okay let's take another look,15304.739,4.46
yep so your application for the role of,15311.58,3.899
front-end developer at jobin has been,15313.68,3.84
submitted and we have the full name,15315.479,3.901
email LinkedIn URL education work,15317.52,3.24
experience resume URL so whatever,15319.38,3.0
information you've provided all of that,15320.76,4.979
is going to get,15322.38,5.519
displayed here right and maybe we can,15325.739,5.421
make this bold instead of,15327.899,3.261
putting it in quotations,15332.1,4.379
but that's pretty much it that's all we,15334.08,5.04
need to do and now,15336.479,4.5
so that's one thing we have displayed an,15339.12,4.199
acknowledgment then we also want to,15340.979,4.321
store this in the DB as you can guess,15343.319,3.54
that is going to be fairly,15345.3,4.5
straightforward as well so I can very,15346.859,5.34
simply just go into,15349.8,5.34
the database dot pi and here I can,15352.199,5.521
create a new,15355.14,5.179
function,15357.72,2.599
add application to DB and that's going,15360.54,6.359
to take a job ID because each,15364.859,4.021
application should ideally be connected,15366.899,4.201
to a job ID and it's going to take the,15368.88,4.439
application information and it's going,15371.1,5.339
to put that into a table but we will,15373.319,4.801
need to create a table first,15376.439,4.201
so let's create a table I have some code,15378.12,4.859
here already for creating a table called,15380.64,5.94
applications so let me copy this,15382.979,6.901
and let me come into MySQL workbench and,15386.58,4.56
paste it here,15389.88,3.359
so we are saying,15391.14,4.2
let's make it a little simpler so we are,15393.239,4.021
saying create table applications so,15395.34,3.42
we're going to create a new table called,15397.26,4.32
applications and the applications table,15398.76,4.86
is going to have an ID,15401.58,3.42
which is going to be the unique,15403.62,3.42
application ID it is going to be not,15405.0,4.26
null Auto increment and it is also going,15407.04,3.96
to be the primary key,15409.26,3.599
then each application is going to be,15411.0,3.66
associated with a job so it's also going,15412.859,3.84
to have a job ID so that's what this is,15414.66,2.819
for,15416.699,2.761
and each application will have a full,15417.479,4.26
name it have an email it will have a,15419.46,5.399
LinkedIn URL education work experience a,15421.739,5.281
resume URL all of that,15424.859,5.161
and let's just create that table,15427.02,5.339
and that table has been created so we,15430.02,5.48
can see show tables,15432.359,3.141
and you can see here that we have,15435.6,4.98
applications table and a jobs table and,15437.3,5.86
let's check show select,15440.58,6.359
star from applications,15443.16,6.3
and there is nothing inside applications,15446.939,5.401
but now we are going to write but now we,15449.46,4.439
are going to write the code to put,15452.34,3.3
things into applications so once again,15453.899,6.3
we say engine dot connect as con,15455.64,7.2
and then we say,15460.199,4.861
let me first create the query so query,15462.84,4.979
will be text,15465.06,4.5
select no,15467.819,4.021
insert,15469.56,6.06
into applications,15471.84,3.78
and we need to give it the list of,15475.699,5.5
columns that we're going to insert so ID,15478.199,4.74
is going to be filled automatically so,15481.199,3.66
we're going to insert job ID full name,15482.939,3.901
email LinkedIn URL education work,15484.859,5.161
experience and resume URL so let's put,15486.84,5.34
that on the next line Maybe,15490.02,3.9
and the way to put it on the next line,15492.18,3.9
is or let's just put it on the same line,15493.92,3.96
that's okay so we're going to insert a,15496.08,4.739
job ID we are going to provide a full,15497.88,6.359
name we are going to provide,15500.819,5.66
email we're going to provide LinkedIn,15504.239,4.681
URL we're going to provide education,15506.479,5.5
we're going to provide experience and we,15508.92,4.74
are going to provide,15511.979,4.5
resume URL,15513.66,4.92
so insert into applications first we,15516.479,4.321
provide the list of,15518.58,4.14
columns we are going to specify and then,15520.8,4.439
we say values again this is a Syntax for,15522.72,4.8
insert and then here we provide the,15525.239,4.021
values that we want to insert,15527.52,5.4
now we can't put all this directly so,15529.26,6.0
basically what we're going to do is have,15532.92,3.96
some variable names here and we're going,15535.26,3.9
to pass those variables later,15536.88,4.92
so let me put job underscore ID so,15539.16,4.38
that's going to become a variable name,15541.8,4.08
colon full underscore name that is going,15543.54,3.899
to become a variable name,15545.88,3.72
then colon email that is going to become,15547.439,4.141
a variable Name colon,15549.6,4.74
LinkedIn URL that is going to become a,15551.58,4.92
variable Name colon education that is,15554.34,4.28
going to become a variable Name colon,15556.5,4.38
experience that is going to become a,15558.62,4.38
